CDS_CODE	COUNTY	DISTRICT	SCHOOL	HISPANIC	AM_IND	ASIAN	PAC_ISLD	FILIPINO	AFRICAN_AM	WHITE	TWO_MORE_RACES	NOT_REPORTED	TOTAL	YEAR
10621581031954	Fresno	Fowler Unified	Fowler Academy Continuation	1	0	0	0	0	0	0	0	0	1	1617
10621581032150	Fresno	Fowler Unified	Fowler High	137	0	20	0	0	5	21	0	0	183	1617
10621660108555	Fresno	Fresno Unified	Design Science Middle College High	26	0	11	1	0	2	10	0	0	50	1617
10621660114355	Fresno	Fresno Unified	Sierra Charter	37	1	2	0	0	3	17	2	0	62	1617
10621660114553	Fresno	Fresno Unified	University High	22	0	17	0	11	2	48	7	1	108	1617
10621660120964	Fresno	Fresno Unified	Phoenix Secondary	5	0	0	0	0	0	0	0	0	5	1617
10621661030279	Fresno	Fresno Unified	Bullard High	256	7	28	5	3	61	171	8	0	539	1617
10621661030287	Fresno	Fresno Unified	J. E. Young Academic Center	81	0	13	0	0	17	17	0	0	128	1617
10621661030295	Fresno	Fresno Unified	Erma Duncan Polytechnical High	135	0	65	2	0	6	8	1	0	217	1617
10621661030584	Fresno	Fresno Unified	Cambridge Continuation High	59	1	9	0	0	11	5	1	0	86	1617
10621661030642	Fresno	Fresno Unified	School of Unlimited Learning	45	0	2	0	0	4	2	0	0	53	1617
10621661030675	Fresno	Fresno Unified	Sunnyside High	392	1	129	1	3	39	16	3	0	584	1617
10621661030840	Fresno	Fresno Unified	Carter G. Woodson Public Charter	56	2	3	0	0	12	7	1	0	81	1617
10621661031632	Fresno	Fresno Unified	Dewolf Continuation High	75	0	10	0	0	18	6	2	0	111	1617
10621661031897	Fresno	Fresno Unified	Edison High	311	1	65	1	5	84	64	7	0	538	1617
10621661032507	Fresno	Fresno Unified	Fresno High	354	1	31	1	2	34	40	5	0	468	1617
10621661032911	Fresno	Fresno Unified	Herbert Hoover High	225	5	51	6	1	44	60	2	0	394	1617
10621661034214	Fresno	Fresno Unified	McLane High	235	1	72	1	0	22	9	4	0	344	1617
10621661035831	Fresno	Fresno Unified	Roosevelt High	327	1	33	1	0	25	17	2	0	406	1617
10621666112619	Fresno	Fresno Unified	Fulton Special Education	2	0	0	0	0	0	2	0	0	4	1617
10622570124727	Fresno	Kingsburg Joint Union High	Kingsburg Independent Study High	6	0	1	0	0	0	6	0	0	13	1617
10622571033695	Fresno	Kingsburg Joint Union High	Kingsburg High	134	2	5	0	0	1	86	14	0	242	1617
10622571033729	Fresno	Kingsburg Joint Union High	Oasis Continuation High	1	0	0	0	0	1	1	0	0	3	1617
10622650108092	Fresno	Kings Canyon Joint Unified	Orange Cove High	118	0	0	0	0	0	0	0	0	118	1617
10622650116640	Fresno	Kings Canyon Joint Unified	Dunlap Leadership Academy	10	0	0	0	0	0	9	0	0	19	1617
10622650126292	Fresno	Kings Canyon Joint Unified	Reedley Middle College High	19	0	2	0	0	0	3	0	0	24	1617
10622651030378	Fresno	Kings Canyon Joint Unified	Mountain View (Alternative)	24	0	0	0	0	0	3	0	0	27	1617
10622651033703	Fresno	Kings Canyon Joint Unified	Kings Canyon Continuation	28	0	1	0	0	0	0	0	0	29	1617
10622651035310	Fresno	Kings Canyon Joint Unified	Reedley High	286	1	5	1	6	2	42	0	0	343	1617
10622811033950	Fresno	Laton Joint Unified	Laton High	28	0	0	0	0	2	6	0	0	36	1617
10623310130880	Fresno	Orange Center	Compass Charter Schools of Fresno	0	0	0	0	0	0	2	1	0	3	1617
10623640126870	Fresno	Parlier Unified	San Joaquin Valley High	24	0	0	0	0	0	0	0	0	24	1617
10623641034990	Fresno	Parlier Unified	Parlier High	182	0	1	0	0	0	4	0	0	187	1617
10623800124982	Fresno	Raisin City Elementary	Ambassador Phillip V. Sanchez Public Charter	61	1	5	0	0	5	8	2	2	84	1617
10624141030451	Fresno	Sanger Unified	Taft High	23	1	0	0	0	2	6	0	0	32	1617
10624141030766	Fresno	Sanger Unified	Hallmark Charter	21	0	2	0	0	0	23	3	0	49	1617
10624141036086	Fresno	Sanger Unified	Kings River High (Continuation)	38	0	2	0	0	1	1	0	0	42	1617
10624141036094	Fresno	Sanger Unified	Sanger High	404	1	81	1	1	9	72	5	2	576	1617
10624301030758	Fresno	Selma Unified	Selma Independent	32	1	0	0	0	0	0	0	0	33	1617
10624301036607	Fresno	Selma Unified	Heartland High (Continuation)	12	0	0	0	0	0	1	0	0	13	1617
10624301036672	Fresno	Selma Unified	Selma High	294	1	30	0	3	1	24	1	0	354	1617
10625396112387	Fresno	West Park Elementary	West Park Charter Academy	57	2	0	0	0	4	9	2	0	74	1617
10625470120535	Fresno	Westside Elementary	Crescent View South Charter	101	4	5	0	1	8	39	8	2	168	1617
10625470127159	Fresno	Westside Elementary	Opportunities For Learning - Fresno	5	0	0	0	0	0	2	0	1	8	1617
10738091030121	Fresno	Firebaugh-Las Deltas Unified	Firebaugh High	152	0	0	0	0	0	7	0	0	159	1617
10738091030147	Fresno	Firebaugh-Las Deltas Unified	El Puente High	3	0	0	0	0	0	0	0	0	3	1617
10739650114751	Fresno	Central Unified	Pathway Community Day	4	0	0	0	0	0	0	0	0	4	1617
10739651030386	Fresno	Central Unified	Central Unified Alternative/Opportunity	54	0	5	0	0	3	19	1	0	82	1617
10739651030626	Fresno	Central Unified	Central High East Campus	466	5	129	4	12	73	163	10	1	863	1617
10739651035112	Fresno	Central Unified	Pershing Continuation High	29	0	2	0	0	6	8	0	0	45	1617
10739991033422	Fresno	Kerman Unified	Enterprise High	22	0	0	0	0	0	6	0	0	28	1617
10739991033430	Fresno	Kerman Unified	Kerman High	246	5	16	0	0	0	37	1	0	305	1617
10751271030261	Fresno	Mendota Unified	Mendota Continuation High	7	0	0	0	0	0	0	0	0	7	1617
10751271030493	Fresno	Mendota Unified	Mendota High	169	0	0	0	0	0	1	0	0	170	1617
10752341030352	Fresno	Golden Plains Unified	Rio Del Rey High (Continuation)	6	0	0	0	0	0	0	0	0	6	1617
10752341037456	Fresno	Golden Plains Unified	Tranquillity High	86	0	0	0	0	0	1	0	3	90	1617
10752751030139	Fresno	Sierra Unified	Sandy Bluffs Alternative Education Center	2	3	0	0	0	2	15	0	0	22	1617
10752751036938	Fresno	Sierra Unified	Sierra High	10	11	1	0	0	0	77	0	0	99	1617
10754081030253	Fresno	Riverdale Joint Unified	Horizon High	1	0	0	0	0	0	0	0	0	1	1617
10754081035575	Fresno	Riverdale Joint Unified	Riverdale High	105	0	0	0	0	3	19	0	0	127	1617
10755981030535	Fresno	Caruthers Unified	Caruthers High	99	1	16	0	0	1	15	0	1	133	1617
10755981030543	Fresno	Caruthers Unified	MARC High	1	0	0	0	0	0	1	0	0	2	1617
10767780122473	Fresno	Washington Unified	Elm High	9	0	2	0	0	8	5	0	0	24	1617
10767781030774	Fresno	Washington Unified	W. E. B. DuBois Public Charter	20	0	0	0	0	10	0	0	0	30	1617
10767781038298	Fresno	Washington Unified	Easton Continuation High	2	0	0	0	0	0	1	0	0	3	1617
10767781038306	Fresno	Washington Unified	Washington High	154	1	25	0	0	12	21	0	1	214	1617
11101160130724	Glenn	Glenn County Office of Education	Success One!	11	0	0	0	0	0	3	1	0	15	1617
11101160130807	Glenn	Glenn County Office of Education	Conservation Corps of Long Beach Gateway Cities Ch	29	0	3	1	0	11	0	0	0	44	1617
11101161130087	Glenn	Glenn County Office of Education	Glenn County Juvenile Court	1	0	0	0	0	0	2	0	0	3	1617
11101161130103	Glenn	Glenn County Office of Education	William Finch	13	1	0	0	0	0	5	0	0	19	1617
11101166077184	Glenn	Glenn County Office of Education	Glenn County Special Education	1	0	0	0	0	0	1	0	0	2	1617
11626461136209	Glenn	Princeton Joint Unified	Princeton Junior-Senior High	4	0	0	0	0	0	4	0	0	8	1617
11626531132109	Glenn	Stony Creek Joint Unified	Elk Creek Junior-Senior High	1	2	0	0	0	0	1	1	0	5	1617
11626611130038	Glenn	Willows Unified	Willows Community High	6	0	0	0	0	0	6	0	0	12	1617
11626611132851	Glenn	Willows Unified	Willows High	42	0	9	2	0	0	47	0	0	100	1617
11754811130012	Glenn	Orland Joint Unified	North Valley High (Continuation)	5	0	0	0	0	0	5	0	0	10	1617
11754811135656	Glenn	Orland Joint Unified	Orland High	90	1	5	0	1	0	63	1	0	161	1617
11765621130053	Glenn	Hamilton Unified	Ella Barkley High	6	0	0	0	0	0	0	0	1	7	1617
11765621133701	Glenn	Hamilton Unified	Hamilton High	40	0	1	0	0	0	14	1	1	57	1617
12101240106153	Humboldt	Humboldt County Office of Education	Eel River Community	7	0	0	0	0	0	17	3	0	27	1617
12101240106161	Humboldt	Humboldt County Office of Education	Eureka Community	1	3	0	0	0	1	1	2	0	8	1617
12101240106179	Humboldt	Humboldt County Office of Education	Southern Humboldt Community	2	0	0	0	0	0	3	0	0	5	1617
12101240106195	Humboldt	Humboldt County Office of Education	Humboldt County Office of Education Court	2	0	0	0	0	1	3	0	0	6	1617
12101240106203	Humboldt	Humboldt County Office of Education	Humboldt County Office of Education Juvenile Hall	0	0	0	0	0	0	2	1	0	3	1617
12101240134163	Humboldt	Humboldt County Office of Education	Northcoast Preparatory and Performing Arts Academy	1	0	0	0	0	0	32	1	0	34	1617
12626870107110	Humboldt	Northern Humboldt Union High	Six Rivers Charter High	2	0	2	0	0	0	18	0	0	22	1617
12626870124263	Humboldt	Northern Humboldt Union High	Laurel Tree Charter	0	0	0	0	0	0	1	0	0	1	1617
12626871230044	Humboldt	Northern Humboldt Union High	Pacific Coast High (Continuation)	5	0	0	0	0	0	13	1	3	22	1617
12626871230051	Humboldt	Northern Humboldt Union High	Tsurai High (Continuation)	3	2	0	0	0	0	12	1	2	20	1617
12626871230705	Humboldt	Northern Humboldt Union High	Arcata High	14	3	2	0	0	1	133	21	0	174	1617
12626871235209	Humboldt	Northern Humboldt Union High	McKinleyville High	4	12	1	0	0	0	91	11	1	120	1617
12628100108688	Humboldt	Fortuna Union High	Academy of the Redwoods	6	3	1	0	1	0	21	2	0	34	1617
12628101233352	Humboldt	Fortuna Union High	East High (Continuation)	16	7	1	0	1	0	27	6	0	58	1617
12628101233402	Humboldt	Fortuna Union High	Fortuna Union High	44	6	1	0	1	1	90	7	0	150	1617
12629011230028	Humboldt	Klamath-Trinity Joint Unified	Captain John Continuation High	2	9	0	0	0	0	0	1	2	14	1617
12629011234004	Humboldt	Klamath-Trinity Joint Unified	Hoopa Valley High	1	42	0	0	0	0	6	1	0	50	1617
12629271230150	Humboldt	Loleta Union Elementary	Pacific View Charter	1	0	0	1	1	0	6	1	0	10	1617
12630320111203	Humboldt	South Bay Union Elementary	Alder Grove Charter	8	3	1	0	0	0	38	7	0	57	1617
12630401230010	Humboldt	Southern Humboldt Joint Unified	Osprey Learning Center	0	0	0	0	0	0	2	0	0	2	1617
12630401237007	Humboldt	Southern Humboldt Joint Unified	South Fork Junior - Senior High	8	1	1	0	2	0	21	0	0	33	1617
12753741232909	Humboldt	Ferndale Unified	Ferndale High	4	0	1	0	0	0	31	0	0	36	1617
12753821230085	Humboldt	Mattole Unified	Mattole Triple Junction High	0	0	0	0	0	0	3	0	0	3	1617
12753821230135	Humboldt	Mattole Unified	Mattole Valley Charter (#159)	16	6	0	0	0	2	38	4	1	67	1617
12755150000000	Humboldt	Eureka City Schools	District Office	9	1	0	0	0	1	22	5	0	38	1617
12755151232057	Humboldt	Eureka City Schools	Zoe Barnum High	4	2	2	2	1	0	19	2	0	32	1617
12755151232206	Humboldt	Eureka City Schools	Eureka Senior High	33	12	25	2	1	8	120	8	0	209	1617
13101320131094	Imperial	Imperial County Office of Education	Valley Academy	25	0	0	0	0	0	2	0	1	28	1617
13101320134379	Imperial	Imperial County Office of Education	Imperial Pathways Charter	31	0	0	0	0	0	2	0	0	33	1617
13101321330117	Imperial	Imperial County Office of Education	Imperial County Juvenile Hall/Community	2	0	0	0	0	0	0	0	0	2	1617
13630811331354	Imperial	Brawley Union High	Desert Valley High (Continuation)	65	0	0	0	0	1	2	0	0	68	1617
13630811331404	Imperial	Brawley Union High	Brawley Union High	356	1	2	0	3	4	34	1	0	401	1617
13630991332154	Imperial	Calexico Unified	Aurora High (Continuation)	84	0	0	0	0	0	0	0	0	84	1617
13630991332204	Imperial	Calexico Unified	Calexico High	637	0	4	0	0	0	3	0	1	645	1617
13631071332501	Imperial	Calipatria Unified	Calipatria High	78	0	0	0	0	1	3	1	0	83	1617
13631151330133	Imperial	Central Union High	Southwest High	386	1	9	0	0	1	19	1	0	417	1617
13631151333004	Imperial	Central Union High	Central Union High	408	2	3	1	0	6	16	0	0	436	1617
13631151333558	Imperial	Central Union High	Desert Oasis High (Continuation)	44	0	0	0	0	0	1	0	0	45	1617
13631490125922	Imperial	Holtville Unified	Freedom Academy of Imperial Valley	1	0	0	0	0	0	2	0	0	3	1617
13631491335306	Imperial	Holtville Unified	Holtville High	113	0	0	0	1	1	17	0	0	132	1617
13631491337138	Imperial	Holtville Unified	Sam Webb Continuation	3	0	0	0	0	0	0	0	0	3	1617
13631641331115	Imperial	Imperial Unified	Imperial Ave. Holbrook High	8	0	0	0	0	0	2	0	0	10	1617
13631641335900	Imperial	Imperial Unified	Imperial High	212	0	4	0	4	6	48	0	0	274	1617
13632141330018	Imperial	San Pasqual Valley Unified	Bill M. Manes High	1	1	0	0	0	0	0	0	0	2	1617
13632141337609	Imperial	San Pasqual Valley Unified	San Pasqual Valley High	19	10	0	0	0	0	1	3	0	33	1617
14101400117994	Inyo	Inyo County Office of Education	YouthBuild Charter School of California	387	3	3	1	0	73	9	3	4	483	1617
14101400128447	Inyo	Inyo County Office of Education	The Education Corps	99	0	0	0	0	16	1	0	2	118	1617
14101400128454	Inyo	Inyo County Office of Education	College Bridge Academy	107	0	0	0	0	29	0	0	0	136	1617
14632481431352	Inyo	Big Pine Unified	Big Pine High	1	6	0	0	0	0	3	0	0	10	1617
14632711438308	Inyo	Death Valley Unified	Death Valley High Academy	0	0	0	0	0	0	3	0	0	3	1617
14632891434901	Inyo	Lone Pine Unified	Lone Pine High	14	0	1	0	0	1	5	1	0	22	1617
14632971436203	Inyo	Owens Valley Unified	Owens Valley High	2	0	0	0	0	0	4	0	0	6	1617
14766870119081	Inyo	Bishop Unified	Bishop Independent Study	2	1	0	0	0	0	5	0	0	8	1617
14766871430057	Inyo	Bishop Unified	Palisade Glacier High (Continuation)	7	6	0	0	0	0	8	4	0	25	1617
14766871430107	Inyo	Bishop Unified	Keith B. Bright High (Juvenile Hall)	1	1	0	0	0	0	0	0	0	2	1617
14766871431600	Inyo	Bishop Unified	Bishop Union High	47	12	1	0	0	0	56	4	3	123	1617
15101570119669	Kern	Kern County Office of Education	Wonderful College Prep Academy	78	0	1	0	5	0	0	0	0	84	1617
15101571530302	Kern	Kern County Office of Education	Kern County Juvenile Court	45	0	0	0	0	14	11	0	0	70	1617
15101571530310	Kern	Kern County Office of Education	Kern County Community	126	1	0	0	0	30	40	0	0	197	1617
15101571530492	Kern	Kern County Office of Education	Valley Oaks Charter	13	2	0	1	0	1	32	3	0	52	1617
15634120100529	Kern	Delano Joint Union High	Cesar E. Chavez High	254	0	6	0	30	2	6	2	0	300	1617
15634120116384	Kern	Delano Joint Union High	Robert F. Kennedy High	170	0	3	0	15	4	2	2	0	196	1617
15634121531656	Kern	Delano Joint Union High	Valley High	75	0	0	0	1	1	0	1	0	78	1617
15634121531672	Kern	Delano Joint Union High	Delano High	245	0	5	1	68	1	7	2	0	329	1617
15635290100198	Kern	Kern High	Golden Valley High	445	2	19	1	4	34	39	2	1	547	1617
15635290110999	Kern	Kern High	Frontier High	179	1	14	2	19	16	296	7	0	534	1617
15635290116392	Kern	Kern High	Independence High	265	4	23	0	15	42	130	3	1	483	1617
15635290116400	Kern	Kern High	Mira Monte High	473	0	12	0	1	15	19	0	1	521	1617
15635290125062	Kern	Kern High	Tierra Del Sol Continuation High	97	0	0	0	0	10	8	0	1	116	1617
15635291530021	Kern	Kern High	Central Valley High (Continuation)	30	0	0	0	0	0	3	0	0	33	1617
15635291530047	Kern	Kern High	Nueva Continuation High	47	0	0	0	0	0	1	0	0	48	1617
15635291530112	Kern	Kern High	Vista West Continuation High	49	2	3	0	0	12	56	2	1	125	1617
15635291530252	Kern	Kern High	Arvin High	486	0	1	0	1	4	11	0	0	503	1617
15635291530344	Kern	Kern High	Stockdale High	210	3	68	0	21	31	164	16	3	516	1617
15635291530369	Kern	Kern High	Centennial High	155	5	11	1	8	14	273	7	2	476	1617
15635291530385	Kern	Kern High	Ridgeview High	390	2	48	1	7	61	65	4	3	581	1617
15635291530435	Kern	Kern High	Kern Workforce 2000 Academy	114	0	0	0	1	12	8	0	0	135	1617
15635291530476	Kern	Kern High	Liberty High	159	3	11	2	10	13	272	14	0	484	1617
15635291530708	Kern	Kern High	Bakersfield High	351	4	5	1	8	84	133	4	0	590	1617
15635291532290	Kern	Kern High	East Bakersfield High	380	2	1	3	1	23	40	1	0	451	1617
15635291532605	Kern	Kern High	Foothill High	401	3	2	0	2	16	29	1	1	455	1617
15635291533330	Kern	Kern High	Highland High	285	6	5	1	7	23	80	5	0	412	1617
15635291533538	Kern	Kern High	Kern Valley High	17	2	0	0	1	0	68	5	0	93	1617
15635291534775	Kern	Kern High	North High	87	5	3	2	3	9	221	6	0	336	1617
15635291535087	Kern	Kern High	Shafter High	295	0	3	0	0	0	25	1	0	324	1617
15635291535392	Kern	Kern High	South High	368	3	7	0	1	31	24	5	0	439	1617
15635291536325	Kern	Kern High	Vista Continuation High	61	1	0	0	0	9	10	0	0	81	1617
15635291536606	Kern	Kern High	West High	285	1	9	0	6	52	57	15	0	425	1617
15636280127183	Kern	Maricopa Unified	California Virtual Academy @ Maricopa	33	1	3	0	0	6	54	6	0	103	1617
15636280127209	Kern	Maricopa Unified	Insight School of California	61	5	3	2	2	31	59	9	16	188	1617
15636280134312	Kern	Maricopa Unified	Inspire Charter - Kern	5	0	0	0	1	1	15	1	0	23	1617
15636281533843	Kern	Maricopa Unified	Maricopa High	7	0	0	0	0	0	11	0	0	18	1617
15636770114512	Kern	Mojave Unified	California City High	32	0	0	0	0	17	31	7	0	87	1617
15636771534460	Kern	Mojave Unified	Mojave Jr./Sr. High	17	0	0	0	0	7	10	0	0	34	1617
15636851530997	Kern	Muroc Joint Unified	Boron Junior-Senior High	8	0	0	0	0	6	21	5	0	40	1617
15636851531987	Kern	Muroc Joint Unified	Desert Junior-Senior High	17	0	1	1	1	4	43	18	0	85	1617
15637761530039	Kern	Southern Kern Unified	Rare Earth High (Continuation)	7	0	0	0	0	2	5	0	0	14	1617
15637761530377	Kern	Southern Kern Unified	Abraham Lincoln Alternative	13	0	0	0	0	2	15	0	0	30	1617
15637761534957	Kern	Southern Kern Unified	Rosamond High Early College Campus	99	6	1	0	3	13	50	3	1	176	1617
15638181530138	Kern	Taft Union High	Buena Vista High (Continuation)	5	0	0	0	0	1	8	0	0	14	1617
15638181535905	Kern	Taft Union High	Taft Union High	100	3	0	1	0	2	117	4	0	227	1617
15638261530245	Kern	Tehachapi Unified	Monroe High (Continuation)	5	0	0	0	0	1	5	0	0	11	1617
15638261536135	Kern	Tehachapi Unified	Tehachapi High	68	1	4	0	0	11	176	5	1	266	1617
15638591530351	Kern	Wasco Union High	Wasco Independence High	58	0	0	0	0	2	5	0	0	65	1617
15638591536440	Kern	Wasco Union High	Wasco High	300	0	0	1	0	5	27	1	0	334	1617
15737420000001	Kern	Sierra Sands Unified	Nonpublic, Nonsectarian Schools	0	0	0	0	0	0	1	0	0	1	1617
15737421530054	Kern	Sierra Sands Unified	Mesquite Continuation High	6	0	0	1	0	2	24	2	0	35	1617
15737421531367	Kern	Sierra Sands Unified	Burroughs High	64	3	13	1	5	17	178	3	0	284	1617
15739081530146	Kern	McFarland Unified	San Joaquin High (Continuation)	10	0	0	0	0	0	0	0	0	10	1617
15739081530229	Kern	McFarland Unified	McFarland Independent	4	0	0	0	0	0	0	0	0	4	1617
15739081534155	Kern	McFarland Unified	McFarland High	196	0	1	0	1	4	2	0	0	204	1617
15751681530401	Kern	El Tejon Unified	Frazier Mountain High	23	2	0	1	1	0	41	1	2	71	1617
16101651630102	Kings	Kings County Office of Education	J. C. Montgomery	5	0	0	0	1	0	2	1	0	9	1617
16101651630193	Kings	Kings County Office of Education	Kings County Community	15	1	0	0	0	2	1	0	0	19	1617
16101656069298	Kings	Kings County Office of Education	Kings County Special Education	0	0	0	0	0	1	1	0	0	2	1617
16638750101717	Kings	Armona Union Elementary	Crossroads Charter	22	4	0	0	0	0	16	1	0	43	1617
16638750112698	Kings	Armona Union Elementary	California Virtual Academy	20	2	2	0	0	0	33	1	0	58	1617
16638911632207	Kings	Corcoran Joint Unified	Corcoran High	119	0	0	0	1	9	19	0	0	148	1617
16639250118919	Kings	Hanford Joint Union High	Sierra Pacific High	111	0	6	0	7	12	52	1	0	189	1617
16639251630060	Kings	Hanford Joint Union High	Hanford Night (Continuation)	14	0	0	0	0	1	3	0	0	18	1617
16639251630169	Kings	Hanford Joint Union High	Hanford West High	165	2	5	0	9	15	90	0	0	286	1617
16639251634245	Kings	Hanford Joint Union High	Earl F. Johnson High (Continuation)	27	0	0	0	0	2	4	0	0	33	1617
16639251634401	Kings	Hanford Joint Union High	Hanford High	196	1	1	1	0	17	107	1	0	324	1617
16639580132860	Kings	Kit Carson Union Elementary	Kings Valley Academy	113	1	1	0	1	9	23	6	0	154	1617
16639820110205	Kings	Lemoore Union High	Lemoore Middle College High	20	0	3	0	3	2	22	2	0	52	1617
16639821630011	Kings	Lemoore Union High	Jamison (Donald C.) High (Continuation)	29	7	0	0	0	2	7	1	0	46	1617
16639821635606	Kings	Lemoore Union High	Lemoore High	214	18	8	6	28	24	107	3	1	409	1617
16739321630078	Kings	Reef-Sunset Unified	Sunrise High (Continuation)	11	0	0	0	0	0	1	0	0	12	1617
16739321630110	Kings	Reef-Sunset Unified	Adelante High	1	0	0	0	0	0	0	0	0	1	1617
16739321630953	Kings	Reef-Sunset Unified	Avenal High	125	0	0	0	0	0	5	0	0	130	1617
17101731730167	Lake	Lake County Office of Education	Lloyd Hance Community	0	0	0	0	0	0	0	1	1	2	1617
17640141730043	Lake	Kelseyville Unified	Ed Donaldson Education Center	0	0	0	0	0	0	2	0	0	2	1617
